CaseNumber;Year;Month;FY;AcquiringFirm;TargetFirm;Size;Phase;Sector;SIC;Approval_Status;Joint_Venture;Joint_Control;Overlap_Type;Product_Market;Geographic_Market;TOH_Assess;Barriers_Assess;Barriers_Significant;Barriers_Identified;Barriers_Regulatory;Barriers_Structural;Barriers_Strategic;Entry_Assess;Num_Entered;Expansion_Assess;Num_Expand;Countervail_Assess;Countervail_Finding;Import_Comp;Import_Share;Import_Constraint;Efficiency_prov;Efficiency_substantive;Counterfactual_Assess;PublicInterest_Assess;PublicInterest_Identified;Conditions;Conditions_Comp_Type;Conditions_PI_Type
2012Apr0156;2012;Apr;2012/13;Grindrod Holdings (South Africa) (Pty) Ltd;Ocean Africa Container Lines (Pty) Ltd;L;1;Ocean shipping;72112;Approved;No;No;Vertical ;container shipping;Does not conclude;Coordinated effects;Yes;;Regulatory/ Structural;Licensing/ Registration restrictions;Capital investment costs;;No;;No;;No;;No;;;No;;No;Yes;effects on industrial/regional & ability of national industries to compete in international markets;;;
2012Apr0157;2012;Apr;2012/13;Business Venture Investments No, 1557 (Pty) Ltd;Blyvooruitzicht Gold Mining Company Limited;I;2;Mining;23000;Approved;No;No;Horizontal;Production and supply of gold;International;None;No;;;;;;No;;No;;No;;No;;;No;;No;Yes;effect on employment;;;
2012Apr0158;2012;Apr;2012/13;BMG, a division of Humulani Marketing (Pty) Ltd;Man-Dirk (Pty) Ltd;I;1;Manufacturing;35594;Approved;No;No;Horizontal and vertical;Importation and distribution of industrial tools and equipment ;National;Coordinated effects;No;;;;;;No;;No;;No;;No;;No;No;;No;No;;;;
2012Apr0160;2012;Apr;2012/13;Uvundlu Investments (Pty) Ltd;Bobcat Equipment South Africa (Pty) Ltd and Bobcat Equipment Rental (Pty) Ltd;I;1;Rental;85220;Approved;No;No;None;Distribution of construction equipment;;;No;;;;;;No;;No;;No;;No;;No;No;;No;Yes;effect on employment;;;
2012Apr0160;2012;Apr;2012/13;Uvundlu Investments (Pty) Ltd;Bobcat Equipment South Africa (Pty) Ltd and Bobcat Equipment Rental (Pty) Ltd;I;1;Rental;85220;Approved;No;No;None;Rental of construction equipment;;;No;;;;;;No;;No;;No;;No;;No;No;;No;Yes;effect on employment;;;
2012Apr0162;2012;Apr;2012/13;Reit Investments (Pty) Ltd ;Copper Moon Trading 249 (Pty) Ltd and 6 others;L;1;Property;84130;Approved;No;No;Horizontal;market for the provision of rentable retail space in convenience centre, ;none;;No;;;;;;No;;No;;No;;No;;No;No;;No;Yes;effects on industrial/regional & employment & small business/firm & ability of national industries to compete in international markets;;;
2012Apr0172;2012;Apr;2012/13;Land and Agricultural Bank of South Africa;The Performing Corporate Lending Book of Gro Capital Financial Services (Pty) Ltd;L;2;Finance;8112;Approved;No;No;Horizontal and vertical;Provision of retail financing to the agricultural industry;National;Unilateral effects/coordinated effects/input foreclosure/customer foreclosure;Yes;;Regulatory/Structural;;;;No;;No;;Yes;;No;;;No;;No;Yes;effects on employment & small business/firm & ability of national industries to compete in international markets;;;
2012Apr0172;2012;Apr;2012/13;Land and Agricultural Bank of South Africa;The Performing Corporate Lending Book of Gro Capital Financial Services (Pty) Ltd;L;2;Finance;8112;Approved;No;No;Horizontal and vertical;Provision of wholesale financing to the agricultural industry;National;Unilateral effects/coordinated effects/input foreclosure/customer foreclosure;Yes;;Regulatory/Structural;;;;No;;No;;Yes;;No;;;No;;No;Yes;effects on employment & small business/firm & ability of national industries to compete in international markets;;;
2012Apr0174;2012;Apr;2012/13;Devland Cash & Carry (Pty) Ltd;Certain wholesale stores under the control of Metcash Trading Africa (Pty) Ltd;I;2;Wholesale;6122;Approved;No;No;Horizontal;Wholesaling of grocery and general merchandise products;Johannesburg;;No;;;;;;No;;No;;No;;No;;No;No;;No;Yes;Effects on industrial/Regional & employment;;;
2012Apr0176;2012;Apr;2012/13;Smiths Manufacturing (Pty) Ltd;Alltube (Pty) Ltd;S;1;Wholesale;61509;Approved;No;No;Vertical ;manufacture and supply of aluminium tubing;International;Customer foreclosure;No;;;;;;No;;No;;No;;No;;No;No;;No;Yes;effect on employment;;;
2012Apr0178;2012;Apr;2012/13;Camargo Correa S,A,;Cimpor-Cimentos de Portugal, SGPS, S,A,;I;1;Manufacturing;34240;Approved;No;No;Horizontal;Manufacture and distribution of cement concrete and aggregate products;Cape Town;Coordinated effects;No;;;;;;No;;No;;No;;No;;No;No;;No;Yes;effect on employment;;;
2012Apr0178;2012;Apr;2012/13;Camargo Correa S,A,;Cimpor-Cimentos de Portugal, SGPS, S,A,;I;1;Manufacturing;34240;Approved;No;No;Horizontal;Manufacture and distribution of cement concrete and aggregate products;Durban;Coordinated effects;No;;;;;;No;;No;;No;;No;;No;No;;No;Yes;effect on employment;;;
2012Apr0179;2012;Apr;2012/13;Hudaco Trading (Pty) Ltd;The Business of Keys Makin Plastics (Pty) Ltd and Quality Cmpounding (Pty) Ltd;S;1;Manufacturing;3371;Approved;No;No;Horizontal and vertical;Distribution of PVC hose;National;Unilateral effects/coordinated effects/input foreclosure/customer foreclosure;No;;;;;;No;;No;;No;;No;;;No;;No;Yes;effect on employment;;;
2012Apr0179;2012;Apr;2012/13;Hudaco Trading (Pty) Ltd;The Business of Keys Makin Plastics (Pty) Ltd and Quality Cmpounding (Pty) Ltd;S;1;Manufacturing;3371;Approved;No;No;Horizontal and vertical;Manufacture and supply of industrial PVC hose;International;Unilateral effects/coordinated effects/input foreclosure/customer foreclosure;No;;;;;;No;;No;;No;;No;;;No;;No;Yes;effect on employment;;;
2012Apr0180;2012;Apr;2012/13;Gold One International Limited;First Uranium Limited and its wholly owned subsidiary, Ezulwini Mining Company (Pty) Ltd;L;2;Mining;23000;Approved;No;No;Horizontal;Production and supply of Gold;International;;No;;;;;;No;;No;;No;;No;;No;No;;No;Yes;effect on employment;;;
2012Apr0180;2012;Apr;2012/13;Gold One International Limited;First Uranium Limited and its wholly owned subsidiary, Ezulwini Mining Company (Pty) Ltd;L;2;Mining;23000;Approved;No;No;Horizontal;Production and supply of Silver;International;;No;;;;;;No;;No;;No;;No;;No;No;;No;Yes;effect on employment;;;
2012Apr0180;2012;Apr;2012/13;Gold One International Limited;First Uranium Limited and its wholly owned subsidiary, Ezulwini Mining Company (Pty) Ltd;L;2;Mining;23000;Approved;No;No;Horizontal;Production and supply of Uranium;International;;No;;;;;;No;;No;;No;;No;;No;No;;No;Yes;effect on employment;;;
2012Apr0181;2012;Apr;2012/13;ARB Electrical Wholesalers (Pty) Ltd;Industrial Cable Suppliers (Pty) Ltd;I;1;Manufacturing;36300;Approved;No;No;Horizontal;Wholesale distribution of low voltage power cables;National;;No;;;;;;No;;No;;Yes;Yes;No;;No;No;;No;Yes;effect on employment;;;
2012Apr0183;2012;Apr;2012/13;Eurocopter S,A,S,;Advanced Technologies and Engineering Company (Pty) Ltd;I;1;Manufacturing;35770;Approved;No;No;None;undefined;undefined;;No;;;;;;No;;No;;No;No;No;;No;No;;No;Yes;effect on employment;;;
2012Apr0184;2012;Apr;2012/13;Redefine Properties Limited;"Amber Falcon Properties 6 (Pty) Ltd, in respect of a 50% undevided share in a property letting enterprise known as ""Chris Hani Crossing""";L;1;Property;84130;Approved;No;Yes;Horizontal;Provision of minor regional shopping centres;Vosloosrus;;No;;;;;;No;;No;;No;;No;;No;No;;No;Yes;effects on industrial/regional & employment & small business/firm & ability of national industries to compete in international markets;;;
2012Apr0187;2012;Apr;2012/13;Oceana Group Limited;V&A Cold Store (Pty) Ltd;S;3;Fishing;13100;Approved with conditions;No;No;Horizontal;Broader market for cold storage of packaged non-fish products and packaged fish;Cape Town;Unilateral effects/removal of effective competitor;Yes;;Regulatory/Structural;Standards and SPS requirements;Capital investment costs;;No;;No;;Yes;Yes;No;;No;No;;No;Yes;effect on employment;competition;Behavioural;
2012Apr0187;2012;Apr;2012/13;Oceana Group Limited;V&A Cold Store (Pty) Ltd;S;3;Fishing;13100;Approved with conditions;No;No;Horizontal;Market for handling and cold storage of loose fish and packaged fish (which mostly includes, but is not limited to, exported packaged fish);Cape Town Quayside;Removal of an effective competitor/Input foreclosure/Customer foreclosure;Yes;;Regulatory/Structural/Strategic advantages;Standards and SPS requirements;Capital investment costs;Others;No;;No;;Yes;No;No;;No;No;;No;Yes;effect on employment;competition;Behavioural;
2012Apr0188;2012;Apr;2012/13;Oceana Group Limited;Phambili Fisheries (Pty) Ltd, Bato Star Fishing (Pty) Ltd and entities within the African Marine Products (Pty) Ltd;I;3;Fishing;13100;Approved with conditions;No;No;Horizontal and vertical;Intergrated market for harvesting, processing and marketing for the SCRL where fishing rights are required to harvest;National;Coordinated effects/removal of an effective competitor;Yes;;Regulatory;Licensing/ Registration restrictions;;;No;;No;;Yes;Yes;No;;No;No;;No;Yes;Effects on employment & small business/firm ;both;Behavioural;Effects on industrial/Regional & employment
2012Apr0188;2012;Apr;2012/13;Oceana Group Limited;Phambili Fisheries (Pty) Ltd, Bato Star Fishing (Pty) Ltd and entities within the African Marine Products (Pty) Ltd;I;3;Fishing;13100;Approved with conditions;No;No;Horizontal and vertical;Vertically integrated market harvesting hake where right holders to be present at all levels of value-adding;National;Coordinated effects/removal of an effective competitor;Yes;;Regulatory;Licensing/ Registration restrictions;;;No;;No;;Yes;Yes;No;;No;No;;No;Yes;Effects on employment & small business/firm ;both;Behavioural;Effects on industrial/Regional & employment
2012Apr0188;2012;Apr;2012/13;Oceana Group Limited;Phambili Fisheries (Pty) Ltd, Bato Star Fishing (Pty) Ltd and entities within the African Marine Products (Pty) Ltd;I;3;Fishing;13100;Approved with conditions;No;No;Horizontal and vertical;Vertically market for horse mackerel where fishing rights are required to harvest;National;Coordinated effects/removal of an effective competitor;Yes;;Regulatory;;;;No;;No;;Yes;Yes;No;;No;No;;No;Yes;Effects on industrial/regional & employment;both;Behavioural;Effects on industrial/Regional & employment
2012Apr0189;2012;Apr;2012/13;"New Glen Shopping Centres (Pty) Ltd and the Louis Group Platinum Trust in respect of the letting enterprise known as ""The Paddocks""";The Louis Group Platinum Trust;I;2;Property;84130;Approved with conditions;No;No;Horizontal;Provision of rentable space in a neighbourhood centre falling within the convenience centre category;Milnerton/Cape Town node;;No;;;;;;No;;No;;No;;No;;No;No;;No;Yes;Effects on industrial/Regional & small business/firm ;public interest;Structural;
2012Apr0190;2012;Apr;2012/13;C, Steinweg- Handelsveem B,V;Bridge Shipping (Pty) Ltd;I;1;Transport;74110;Approved;No;No;Horizontal;Importation and distribution of industrial tools and equipment ;Durban;Coordinated effects;No;;;;;;No;;No;;No;;No;;No;No;;No;Yes;Effects on industrial/Regional & employment;;;
2012Apr0191;2012;Apr;2012/13;Annuity Properties Limited;Zephan Properties (Pty) Ltd;I;1;Property;84130;Approved;No;No;Horizontal;Rentable A-grade office space;Sandton and environ node;;No;;;;;;No;;No;;No;;No;;No;No;;No;Yes;None;;;
2012Apr0195;2012;Apr;2012/13;ImproChem (Pty) Ltd;GE Water's CMS business in Sub Saharan Africa;I;2;Sanitation;94000;Approved;No;No;Horizontal;chemical and monitoring solutions  (CMS) market;national;Unilateral effects/removal of effective competitor, Input foreclosure, customer foreclosuere;Yes;;Structural;;;;Yes;;Yes;;No;No;No;;No;Yes;No;No;Yes;effect on employment;;;
2012Apr0196;2012;Apr;2012/13;Redefine Properties Limited;"Hyprop Investments Limited in respect of a 50% undevided share in a property letting enterprise known as ""South Coast Mall""";L;1;Property;84130;Approved with conditions;No;No;Horizontal;the provision of minor regional shopping centre;10-15 km radius of the target property in Shelly Beach area;;Yes;;Structural;;;;No;;No;;No;No;No;;No;No;;No;Yes;effect on employment;;;
2012Apr0197;2012;Apr;2012/13;Mags Stake Trade and Investment (Pty) Ltd;Staycold (Pty) Ltd, Staycold International (Pty) Ltd and Staycold Hire CC ;I;1;Manufacturing;39299;Approved;No;No;None;;;Input foreclosure/customer foreclosure;No;;;;;;No;;No;;No;;No;;;No;;No;Yes;effect on employment;;;
2012Apr0203;2012;Apr;2012/13;Rebosis Property Fund Limited;Trifecta Prop II (Pty) Ltd;I;1;Property;84130;Approved;No;No;Horizontal;market for the rental of Grade B office space;none;;No;;;;;;No;;No;;No;;No;;No;No;;No;Yes;;;;
2012Apr0211;2012;Apr;2012/13;8115222 Canada Inc;Viterra Inc,;L;1;Agriculture;11400;Approved;No;No;Horizontal;Trading of physical grain which includes wheat;National;None;No;;;;;;No;;No;;No;;Yes;;;No;;No;Yes;effects on employment & small business/firm & ability of national industries to compete in international markets;;;
2012Apr0214;2012;Apr;2012/13;Liberty Star Consumer Holdings (Pty) Ltd;Elvin Food and Beverages (Pty) Ltd;I;1;Manufacturing;30530;Approved;No;No;Horizontal;Sale of detergents;National;;No;;;;;;No;;No;;No;;No;;No;No;;No;Yes;Effects on industrial/Regional & employment;;;
2012Apr0216;2012;Apr;2012/13;First Strut (Pty) Ltd trading as The First Tech Group;Cosira South Africa (Pty) Ltd;I;1;Construction;50230;Approved;No;No;None;Provision of structural steel solutions;;;No;;;;;;No;;No;;No;;No;;No;No;;No;Yes;effect on employment;;;
2012Apr0218;2012;Apr;2012/13;Old Mutual Investment Group (South Africa) Hodlings (Pty) Ltd;JP Morgan Administration Services (Pty) Ltd;I;1;Finance;8199;Approved;No;Yes;None;undefined;undefined;Coordinated effects;No;;;;;;No;;No;;No;No;No;;No;No;;No;Yes;effect on employment;;;
2012Apr0219;2012;Apr;2012/13;Macsteel Services Centres SA (Pty) Ltd;Samson Property Investments SA (Pty) Ltd;L;1;Property;84130;Approved;No;No;Horizontal and vertical;the provision of rentable light industrial properties;Boksburg;;No;;;;;;No;;No;;No;No;No;;No;No;;No;Yes;effects on industrial/regional & employment & small business/firm & ability of national industries to compete in international markets;;;
2012Apr0219;2012;Apr;2012/13;Macsteel Services Centres SA (Pty) Ltd;Samson Property Investments SA (Pty) Ltd;L;1;Property;84130;Approved;No;No;Horizontal and vertical;the provision of rentable light industrial properties;Germiston;;No;;;;;;No;;No;;No;No;No;;No;No;;No;Yes;effects on industrial/regional & employment & small business/firm & ability of national industries to compete in international markets;;;
2012Apr0220;2012;Apr;2012/13;Ferro Industrial Products;NCS Resins (Pty) Ltd;L;3;Manufacturing;33410;Approved;No;No;Horizontal and vertical;Production and supply of gelcoats;National;Unilateral effects/coordinated effects/input foreclosure/customer foreclosure;Yes;;Structural;;;;No;;No;;Yes;Yes;No;;;No;;No;Yes;effect on employment;;;
2012Apr0220;2012;Apr;2012/13;Ferro Industrial Products;NCS Resins (Pty) Ltd;L;3;Manufacturing;33410;Approved;No;No;Horizontal and vertical;Production and supply of powder coats;National;Unilateral effects/coordinated effects/input foreclosure/customer foreclosure;Yes;;Structural;;;;No;;No;;No;;No;;;No;;No;Yes;effect on employment;;;
2012Apr0220;2012;Apr;2012/13;Ferro Industrial Products;NCS Resins (Pty) Ltd;L;3;Manufacturing;33410;Approved;No;No;Horizontal and vertical;Production and supply of saturated resins;National;Unilateral effects/coordinated effects/input foreclosure/customer foreclosure;Yes;;Structural;;;;No;;No;;No;;No;;;No;;No;Yes;effect on employment;;;
2012Apr0220;2012;Apr;2012/13;Ferro Industrial Products;NCS Resins (Pty) Ltd;L;3;Manufacturing;33410;Approved;No;No;Horizontal and vertical;Production and supply of unsaturated polyester resins;National;Unilateral effects/coordinated effects/input foreclosure/customer foreclosure;Yes;;Structural;;;;No;;No;;Yes;Yes;No;;;No;;No;Yes;effect on employment;;;
2012Apr0221;2012;Apr;2012/13;Medu Capital Fund II Partnership;Erbacon Investment Holdings Limited;I;1;Construction;50230;Approved;No;No;None;;;None;No;;;;;;No;;No;;No;;No;;;No;;No;Yes;effect on employment;;;
2012Apr0222;2012;Apr;2012/13;HMKL 3 Investments (Pty) Ltd;Maxcity Properties (Pty) Ltd;I;1;Property;84130;Approved;No;No;Horizontal;Market for commercial property;Mamelodi node;;No;;;;;;No;;No;;No;;No;;No;No;;No;No;;;;
2012Apr0222;2012;Apr;2012/13;HMKL 3 Investments (Pty) Ltd;Maxcity Properties (Pty) Ltd;I;1;Property;84130;Approved;No;No;Horizontal;Market for grade A properties;Mamelodi node;;No;;;;;;No;;No;;No;;No;;No;No;;No;No;;;;
2012Apr0222;2012;Apr;2012/13;HMKL 3 Investments (Pty) Ltd;Maxcity Properties (Pty) Ltd;I;1;Property;84130;Approved;No;No;Horizontal;Market for retail property;Mamelodi node;;No;;;;;;No;;No;;No;;No;;No;No;;No;No;;;;
2012Apr0223;2012;Apr;2012/13;Eurocopter S,A,S,;Sagena (Pty) Ltd;S;1;;84130;Abandoned;No;No;;;;;;;;;;;;;;;;;;;;;;;;;;;
2012May0225;2012;May;2012/13;Mediclinic Southern Africa Limited;Solar Spectrum Trading 242 (Pty) Ltd;S;1;Health;93111;Approved with conditions;No;No;Horizontal;provision of private hospital services;local (municipal area of Centurion);Unilateral effects;Yes;;Regulatory & Structural;;;;No;;Yes;;Yes;Yes;No;;No;No;;Yes;Yes;effect on employment;;;
2012May0226;2012;May;2012/13;Synergy Income Fund Limited;Rainbow Beach Trading 180 (Pty) Ltd and Westside Trading 600 (Pty) Ltd;I;2;Property;84130;Approved with conditions;No;No;Horizontal;Provision of rentable community centres (convenience shopping centre) ;Gugulethu node;;No;;;;;;No;;No;;No;;No;;No;No;;No;Yes;effects on industrial/regional & employment & small business/firm & ability of national industries to compete in international markets;public interest;;effect on the ability of small businesses, or firms controlled or owned by historically disadvantaged persons, to become competitive
2012May0226;2012;May;2012/13;Synergy Income Fund Limited;Rainbow Beach Trading 180 (Pty) Ltd and Westside Trading 600 (Pty) Ltd;I;2;Property;84130;Approved with conditions;No;No;Horizontal;Provision of rentable community centres (convenience shopping centre) ;Phuthaditjhaba node;;No;;;;;;No;;No;;No;;No;;No;No;;No;Yes;effects on industrial/regional & employment & small business/firm & ability of national industries to compete in international markets;public interest;;effect on the ability of small businesses, or firms controlled or owned by historically disadvantaged persons, to become competitive
